userid,timestamp,sensor01,sensor02,sensor03,sensor04
164425a0-1339-401f-af10-20878c5d677f,2021-03-18 00:00:00,-217.8,-67.12,-65.33,-57.16
f6049e98-9dbb-4bb6-a2b7-90c72d2348aa,2021-03-18 00:00:00,842.61,748.19,756.66,723.69
40c15082-6f50-4f28-a4b2-24d7256d6d28,2021-03-18 00:00:00,289.6,193.24,155.07,234.69
4b392b6c-e52f-49d8-ab70-a5e20b4de33c,2021-03-18 00:00:00,152.72,218.58,290.52,155.78
7a287f88-ed7d-4a92-8a84-7cebfe462ced,2021-03-18 00:00:00,546.2,461.4,535.37,490.86
8f26ef89-8d88-4137-bd12-240c8b3b70f3,2021-03-18 00:00:00,311.32,199.88,341.79,269.29
6b1ccba1-6e4c-409b-9dbe-5e3c9657af65,2021-03-18 00:00:00,331.7,131.72,301.16,254.01
be09b014-49f8-4d21-8703-46affc9b2159,2021-03-18 00:00:00,833.13,625.64,661.01,779.09
26da22a8-1f81-43dc-a2e2-57e6ffd9c0c2,2021-03-18 00:00:00,589.78,856.37,832.73,724.03
578c1de9-6135-4511-b624-3fcef72d32b5,2021-03-18 00:00:00,424.55,925.09,744.24,483.48
714c533a-230e-448f-a88e-250459a76dc5,2021-03-18 00:00:00,739.71,473.39,736.35,484.53
dcd1e06a-0fd4-48c5-b778-eb31b7bd055e,2021-03-18 00:00:00,140.69,362.3,233.78,261.35
1c7d20bc-eea1-4022-ac8c-23855119d88f,2021-03-18 00:00:00,340.3,273.33,311.2,260.01
d2849633-91a5-486f-aa94-05282eb9288a,2021-03-18 00:00:00,190.99,182.17,301.0,146.91
0f9ec80c-fda2-48bf-a506-718b206f5edd,2021-03-18 00:00:00,2153.65,1942.78,2220.52,2251.01
78ba449d-d67e-4eeb-9e3a-730ad7f0bdd2,2021-03-18 00:00:00,582.07,606.37,602.66,742.84
a62d755d-65d0-4724-a662-b6331366deb2,2021-03-18 00:00:00,814.95,644.09,526.58,708.41
bef2956f-bff4-4ce3-af0f-93dcc64dea7a,2021-03-18 00:00:00,316.34,198.79,313.53,212.94
85cd09c7-99ee-4a94-9007-a34758ef33af,2021-03-18 00:00:00,471.99,764.82,661.21,587.39
04a63a93-087d-48d4-a0f5-3c3689bd29cb,2021-03-18 00:00:00,158.38,273.5,201.83,216.12
3d83b9e7-0814-46db-a350-da6bde6568a4,2021-03-18 00:00:00,611.12,797.09,621.87,566.5
5e77da0c-ed9a-4bd5-bae7-d2977668dd26,2021-03-18 00:00:00,220.06,349.28,214.27,212.55
eb97ec50-8aeb-4833-8411-4f1311765a3d,2021-03-18 00:00:00,658.78,682.08,514.45,467.14
3a715610-3555-4b67-9bc6-c191f94c20e5,2021-03-18 00:00:00,867.38,416.5,736.08,848.46
54e898ca-263a-4f45-a6c3-0bdc5df13d76,2021-03-18 00:00:00,1567.63,2259.84,2051.89,2399.28
cc67ae09-c481-4cda-a508-36c3323891d4,2021-03-18 00:00:00,297.6,260.52,266.42,140.26
