userid,timestamp,sensor01,sensor02,sensor03,sensor04
164425a0-1339-401f-af10-20878c5d677f,2021-03-10 00:00:00,-90.72,-61.51,-197.29,-21.87
f6049e98-9dbb-4bb6-a2b7-90c72d2348aa,2021-03-10 00:00:00,657.43,823.98,674.93,637.19
40c15082-6f50-4f28-a4b2-24d7256d6d28,2021-03-10 00:00:00,265.71,234.11,273.75,147.69
4b392b6c-e52f-49d8-ab70-a5e20b4de33c,2021-03-10 00:00:00,262.92,185.53,213.52,175.28
7a287f88-ed7d-4a92-8a84-7cebfe462ced,2021-03-10 00:00:00,642.16,575.96,623.19,522.0
8f26ef89-8d88-4137-bd12-240c8b3b70f3,2021-03-10 00:00:00,188.98,135.44,221.5,244.85
6b1ccba1-6e4c-409b-9dbe-5e3c9657af65,2021-03-10 00:00:00,137.73,335.25,267.69,262.64
be09b014-49f8-4d21-8703-46affc9b2159,2021-03-10 00:00:00,713.66,762.52,681.2,571.2
26da22a8-1f81-43dc-a2e2-57e6ffd9c0c2,2021-03-10 00:00:00,492.24,743.81,810.32,609.46
578c1de9-6135-4511-b624-3fcef72d32b5,2021-03-10 00:00:00,465.2,635.91,646.78,606.1
714c533a-230e-448f-a88e-250459a76dc5,2021-03-10 00:00:00,604.99,508.31,612.31,613.59
dcd1e06a-0fd4-48c5-b778-eb31b7bd055e,2021-03-10 00:00:00,162.26,162.57,189.1,301.74
1c7d20bc-eea1-4022-ac8c-23855119d88f,2021-03-10 00:00:00,133.35,206.1,196.72,234.54
d2849633-91a5-486f-aa94-05282eb9288a,2021-03-10 00:00:00,198.7,220.11,170.47,135.29
0f9ec80c-fda2-48bf-a506-718b206f5edd,2021-03-10 00:00:00,1130.0,1731.64,1825.67,2640.23
78ba449d-d67e-4eeb-9e3a-730ad7f0bdd2,2021-03-10 00:00:00,829.11,567.86,782.73,671.65
a62d755d-65d0-4724-a662-b6331366deb2,2021-03-10 00:00:00,682.23,754.8,662.48,961.98
bef2956f-bff4-4ce3-af0f-93dcc64dea7a,2021-03-10 00:00:00,214.31,112.81,169.2,231.91
85cd09c7-99ee-4a94-9007-a34758ef33af,2021-03-10 00:00:00,600.94,563.74,847.07,466.65
04a63a93-087d-48d4-a0f5-3c3689bd29cb,2021-03-10 00:00:00,124.96,258.35,200.86,181.0
3d83b9e7-0814-46db-a350-da6bde6568a4,2021-03-10 00:00:00,753.17,547.45,621.88,515.56
5e77da0c-ed9a-4bd5-bae7-d2977668dd26,2021-03-10 00:00:00,297.93,194.47,175.69,170.34
eb97ec50-8aeb-4833-8411-4f1311765a3d,2021-03-10 00:00:00,643.06,706.43,764.16,545.68
3a715610-3555-4b67-9bc6-c191f94c20e5,2021-03-10 00:00:00,418.17,590.92,796.51,411.91
54e898ca-263a-4f45-a6c3-0bdc5df13d76,2021-03-10 00:00:00,2466.88,1483.93,2172.13,2196.97
cc67ae09-c481-4cda-a508-36c3323891d4,2021-03-10 00:00:00,203.0,292.81,299.13,110.29
eb4ecb08-845f-416d-9e48-a75f72458b7e,2021-03-10 00:00:00,2252.02,2103.89,2065.71,2108.27
06ad721c-b04f-40ed-8d18-a693167fd4b5,2021-03-10 00:00:00,189.9,276.8,299.07,170.68
34622958-27b0-4a08-989d-15acebcd9222,2021-03-10 00:00:00,848.02,775.33,704.13,795.38
8bdefe30-b17b-4c8f-b49c-08f3f9019d63,2021-03-10 00:00:00,325.95,157.08,237.76,355.46
733c3be4-b1b5-4a21-ab0b-af15b3558f21,2021-03-10 00:00:00,543.76,558.79,833.42,881.24
4b216a9d-1975-4604-a146-1198f416ee4b,2021-03-10 00:00:00,157.87,218.13,186.35,323.29
dd5ea78d-d613-4ea6-a483-f27fe873b95b,2021-03-10 00:00:00,639.61,420.01,589.24,628.47
732d99c5-f64c-46fb-989b-985321ae522d,2021-03-10 00:00:00,894.55,940.74,517.1,382.86
98f2c005-2b93-449b-8c63-9b4c15be586d,2021-03-10 00:00:00,2583.35,1633.95,2855.39,2332.98
36e10e36-f57f-4c92-b33a-d7076b36da9f,2021-03-10 00:00:00,321.61,240.76,127.3,274.39
3781f5cc-2168-4f1a-b42a-e276463ddc50,2021-03-10 00:00:00,164.23,182.83,187.97,143.11
076abe7a-d867-44e0-9eb9-5e86b5abc789,2021-03-10 00:00:00,914.67,840.65,795.22,532.55
15d40ceb-9a1f-4615-a7ad-b1c4c23d8aa2,2021-03-10 00:00:00,618.2,743.72,739.51,826.83
8acd20c7-d333-414a-b6ed-dcafd2fd9cde,2021-03-10 00:00:00,323.86,650.88,776.61,754.93
8a7b11c3-3afd-4cac-8816-6af949ee8528,2021-03-10 00:00:00,842.26,772.37,873.0,597.12
efb03a57-c55d-4144-ad27-62ecc28da909,2021-03-10 00:00:00,680.56,760.91,805.04,424.51
bf86dcd9-1bb0-4e45-87e4-fb2de7633e9f,2021-03-10 00:00:00,326.23,816.11,802.6,760.16
d287886f-9235-4d00-adbb-6f5b57570e10,2021-03-10 00:00:00,726.77,838.33,905.47,541.28
cd83b269-cb65-4b67-bfd8-b4f3b0fbcb65,2021-03-10 00:00:00,326.21,673.18,581.37,912.29
1386ce13-c5f8-439b-a02c-b9772098fbd8,2021-03-10 00:00:00,559.23,941.74,321.15,905.84
53dceded-8059-4ce3-a8b1-39c768135d06,2021-03-10 00:00:00,188.84,215.54,155.42,321.27
36729f63-95a9-47f4-b5fc-41ccd27388e8,2021-03-10 00:00:00,502.3,786.32,417.66,577.69
774bfb0e-9e00-4a23-96b3-39b40cde6643,2021-03-10 00:00:00,577.34,829.08,960.76,661.0
87429fa6-8aa9-4e56-a15b-57fffdfb80f4,2021-03-10 00:00:00,473.53,711.39,890.59,578.98
33326389-5e86-4f2f-8a57-ac0d987a1e43,2021-03-10 00:00:00,179.56,148.61,349.93,144.24
5f6a5626-baa4-40ee-92a9-f7828e945c8b,2021-03-10 00:00:00,2503.74,2044.73,2158.9,2229.87
7fc18086-14f7-4c42-b21e-ef7d67cea553,2021-03-10 00:00:00,546.16,443.35,436.57,641.79
74305130-05ab-4dca-a97c-71f3eb17ea38,2021-03-10 00:00:00,148.98,355.97,236.44,226.28
e612fc6e-b799-43f4-a1cc-17bafc09d4ef,2021-03-10 00:00:00,456.48,859.81,912.59,713.84
393338c2-7327-4e96-87ce-2a08916914ef,2021-03-10 00:00:00,807.52,643.79,462.89,854.59
bfa59f2e-500c-44e4-b322-20b126dfcceb,2021-03-10 00:00:00,230.38,170.42,219.61,192.75
c3531d65-0a15-42f5-9e3b-756a9eb940e3,2021-03-10 00:00:00,315.68,305.39,195.48,139.32
e2ad1f6e-39a4-4d50-8916-fa55615db757,2021-03-10 00:00:00,105.27,148.98,300.35,151.09
2dee518f-c573-4edf-905e-947dcb831243,2021-03-10 00:00:00,546.91,650.23,629.17,480.75
42714f71-41c1-45a2-9ef1-ebd721a123f4,2021-03-10 00:00:00,658.77,382.67,666.1,627.76
a4f08f2e-647f-4eb0-bc7e-1c4644029fe7,2021-03-10 00:00:00,728.04,994.11,740.54,610.54
aed1a815-a2bf-4780-93e2-f21426fdd2c5,2021-03-10 00:00:00,651.07,458.05,749.57,677.41
57dbddf9-4f10-4a6c-940a-66e89985f508,2021-03-10 00:00:00,843.69,744.11,618.83,665.53
4ba5034c-be51-4519-86fc-5aa550e87134,2021-03-10 00:00:00,444.1,579.26,873.29,814.34
dada4fe8-9c53-4c6d-a93b-0761a3bfda2e,2021-03-10 00:00:00,763.08,643.09,609.1,632.53
1efa9e18-fc6b-402c-be1a-ff8ac3e3e58d,2021-03-10 00:00:00,184.59,140.54,159.36,179.75
cc9d5595-fb1a-41fe-a1e1-e7f1fddaa0f2,2021-03-10 00:00:00,213.28,300.53,190.92,333.35
b6102108-54a4-46d3-9cb8-c1e7b44f51bc,2021-03-10 00:00:00,660.09,738.07,660.72,655.04
6b31f6b0-42b3-4b68-bf3a-175a55c989cd,2021-03-10 00:00:00,664.63,609.43,801.09,421.61
06aecdba-e691-4447-a5fe-2250044fc92d,2021-03-10 00:00:00,230.55,295.46,181.03,101.53
