userid,timestamp,sensor02,sensor03,sensor04
164425a0-1339-401f-af10-20878c5d677f,2021-05-08 00:00:00,-242.2,-152.11,-167.9
f6049e98-9dbb-4bb6-a2b7-90c72d2348aa,2021-05-08 00:00:00,448.9,540.07,447.37
40c15082-6f50-4f28-a4b2-24d7256d6d28,2021-05-08 00:00:00,258.4,267.26,253.72
4b392b6c-e52f-49d8-ab70-a5e20b4de33c,2021-05-08 00:00:00,204.19,196.42,126.89
7a287f88-ed7d-4a92-8a84-7cebfe462ced,2021-05-08 00:00:00,821.24,743.38,652.89
8f26ef89-8d88-4137-bd12-240c8b3b70f3,2021-05-08 00:00:00,139.89,159.11,195.94
6b1ccba1-6e4c-409b-9dbe-5e3c9657af65,2021-05-08 00:00:00,257.31,160.43,264.87
be09b014-49f8-4d21-8703-46affc9b2159,2021-05-08 00:00:00,427.06,833.62,895.69
26da22a8-1f81-43dc-a2e2-57e6ffd9c0c2,2021-05-08 00:00:00,790.38,541.51,720.0
578c1de9-6135-4511-b624-3fcef72d32b5,2021-05-08 00:00:00,856.08,751.91,670.96
714c533a-230e-448f-a88e-250459a76dc5,2021-05-08 00:00:00,684.12,493.89,367.31
dcd1e06a-0fd4-48c5-b778-eb31b7bd055e,2021-05-08 00:00:00,144.91,165.75,137.35
1c7d20bc-eea1-4022-ac8c-23855119d88f,2021-05-08 00:00:00,244.25,196.07,203.03
d2849633-91a5-486f-aa94-05282eb9288a,2021-05-08 00:00:00,162.66,273.28,201.13
0f9ec80c-fda2-48bf-a506-718b206f5edd,2021-05-08 00:00:00,2611.02,2239.27,2643.13
78ba449d-d67e-4eeb-9e3a-730ad7f0bdd2,2021-05-08 00:00:00,810.26,426.41,463.78
a62d755d-65d0-4724-a662-b6331366deb2,2021-05-08 00:00:00,538.47,601.89,606.46
bef2956f-bff4-4ce3-af0f-93dcc64dea7a,2021-05-08 00:00:00,193.28,188.99,135.42
85cd09c7-99ee-4a94-9007-a34758ef33af,2021-05-08 00:00:00,827.25,629.83,499.24
04a63a93-087d-48d4-a0f5-3c3689bd29cb,2021-05-08 00:00:00,237.66,172.07,218.66
3d83b9e7-0814-46db-a350-da6bde6568a4,2021-05-08 00:00:00,339.54,644.58,733.28
5e77da0c-ed9a-4bd5-bae7-d2977668dd26,2021-05-08 00:00:00,272.38,144.05,299.78
eb97ec50-8aeb-4833-8411-4f1311765a3d,2021-05-08 00:00:00,457.83,311.51,851.43
3a715610-3555-4b67-9bc6-c191f94c20e5,2021-05-08 00:00:00,865.56,652.38,816.19
54e898ca-263a-4f45-a6c3-0bdc5df13d76,2021-05-08 00:00:00,2176.32,1407.31,1006.16
cc67ae09-c481-4cda-a508-36c3323891d4,2021-05-08 00:00:00,170.07,165.86,299.69
eb4ecb08-845f-416d-9e48-a75f72458b7e,2021-05-08 00:00:00,2302.95,2604.59,2456.49
06ad721c-b04f-40ed-8d18-a693167fd4b5,2021-05-08 00:00:00,212.78,202.61,154.45
34622958-27b0-4a08-989d-15acebcd9222,2021-05-08 00:00:00,637.4,494.51,742.26
8bdefe30-b17b-4c8f-b49c-08f3f9019d63,2021-05-08 00:00:00,266.13,179.08,151.65
733c3be4-b1b5-4a21-ab0b-af15b3558f21,2021-05-08 00:00:00,336.45,662.98,472.2
4b216a9d-1975-4604-a146-1198f416ee4b,2021-05-08 00:00:00,256.55,241.82,138.97
dd5ea78d-d613-4ea6-a483-f27fe873b95b,2021-05-08 00:00:00,582.12,807.02,544.38
732d99c5-f64c-46fb-989b-985321ae522d,2021-05-08 00:00:00,816.41,857.91,613.53
98f2c005-2b93-449b-8c63-9b4c15be586d,2021-05-08 00:00:00,1912.08,2199.74,1125.71
36e10e36-f57f-4c92-b33a-d7076b36da9f,2021-05-08 00:00:00,292.9,126.89,233.55
3781f5cc-2168-4f1a-b42a-e276463ddc50,2021-05-08 00:00:00,172.52,206.58,184.76
076abe7a-d867-44e0-9eb9-5e86b5abc789,2021-05-08 00:00:00,955.3,812.82,583.25
15d40ceb-9a1f-4615-a7ad-b1c4c23d8aa2,2021-05-08 00:00:00,788.37,573.75,659.03
8acd20c7-d333-414a-b6ed-dcafd2fd9cde,2021-05-08 00:00:00,853.41,853.06,599.2
8a7b11c3-3afd-4cac-8816-6af949ee8528,2021-05-08 00:00:00,908.16,733.34,898.61
efb03a57-c55d-4144-ad27-62ecc28da909,2021-05-08 00:00:00,793.61,807.84,647.84
bf86dcd9-1bb0-4e45-87e4-fb2de7633e9f,2021-05-08 00:00:00,536.54,815.17,919.82
d287886f-9235-4d00-adbb-6f5b57570e10,2021-05-08 00:00:00,513.14,828.36,632.57
cd83b269-cb65-4b67-bfd8-b4f3b0fbcb65,2021-05-08 00:00:00,646.96,763.81,708.14
1386ce13-c5f8-439b-a02c-b9772098fbd8,2021-05-08 00:00:00,529.25,691.75,477.8
53dceded-8059-4ce3-a8b1-39c768135d06,2021-05-08 00:00:00,209.17,270.86,253.39
36729f63-95a9-47f4-b5fc-41ccd27388e8,2021-05-08 00:00:00,465.98,473.95,581.39
774bfb0e-9e00-4a23-96b3-39b40cde6643,2021-05-08 00:00:00,498.64,798.91,699.83
87429fa6-8aa9-4e56-a15b-57fffdfb80f4,2021-05-08 00:00:00,939.15,430.19,429.9
33326389-5e86-4f2f-8a57-ac0d987a1e43,2021-05-08 00:00:00,226.5,135.28,247.47
5f6a5626-baa4-40ee-92a9-f7828e945c8b,2021-05-08 00:00:00,1948.43,1835.71,1800.09
7fc18086-14f7-4c42-b21e-ef7d67cea553,2021-05-08 00:00:00,513.57,744.4,759.66
74305130-05ab-4dca-a97c-71f3eb17ea38,2021-05-08 00:00:00,173.07,218.59,321.08
e612fc6e-b799-43f4-a1cc-17bafc09d4ef,2021-05-08 00:00:00,701.93,515.49,955.5
393338c2-7327-4e96-87ce-2a08916914ef,2021-05-08 00:00:00,936.33,842.1,331.95
bfa59f2e-500c-44e4-b322-20b126dfcceb,2021-05-08 00:00:00,279.71,153.9,179.68
c3531d65-0a15-42f5-9e3b-756a9eb940e3,2021-05-08 00:00:00,213.21,166.56,160.59
e2ad1f6e-39a4-4d50-8916-fa55615db757,2021-05-08 00:00:00,211.59,242.8,173.71
2dee518f-c573-4edf-905e-947dcb831243,2021-05-08 00:00:00,551.85,562.58,532.13
42714f71-41c1-45a2-9ef1-ebd721a123f4,2021-05-08 00:00:00,632.36,923.73,448.74
a4f08f2e-647f-4eb0-bc7e-1c4644029fe7,2021-05-08 00:00:00,712.12,616.43,530.37
aed1a815-a2bf-4780-93e2-f21426fdd2c5,2021-05-08 00:00:00,476.54,420.49,610.17
57dbddf9-4f10-4a6c-940a-66e89985f508,2021-05-08 00:00:00,778.67,814.61,493.09
4ba5034c-be51-4519-86fc-5aa550e87134,2021-05-08 00:00:00,414.89,705.4,568.38
dada4fe8-9c53-4c6d-a93b-0761a3bfda2e,2021-05-08 00:00:00,761.44,665.34,631.46
1efa9e18-fc6b-402c-be1a-ff8ac3e3e58d,2021-05-08 00:00:00,136.87,307.82,187.32
cc9d5595-fb1a-41fe-a1e1-e7f1fddaa0f2,2021-05-08 00:00:00,320.59,150.73,196.15
b6102108-54a4-46d3-9cb8-c1e7b44f51bc,2021-05-08 00:00:00,925.89,564.48,791.49
6b31f6b0-42b3-4b68-bf3a-175a55c989cd,2021-05-08 00:00:00,619.57,550.92,741.87
06aecdba-e691-4447-a5fe-2250044fc92d,2021-05-08 00:00:00,150.51,147.32,306.99
0476e62e-cf1a-4926-882d-34f15447e1f4,2021-05-08 00:00:00,204.58,189.65,328.34
fd2ed14a-6644-40fb-9efa-9c8166eef4d1,2021-05-08 00:00:00,566.13,451.02,572.88
0b896608-8421-451c-80a7-e47f93f43d5c,2021-05-08 00:00:00,744.9,693.23,471.31
d513fa28-48ce-4e31-8bc7-5785cbcb51d3,2021-05-08 00:00:00,1951.25,1884.61,2561.8
011531f6-d011-4be4-862a-de839e7de370,2021-05-08 00:00:00,558.34,890.72,571.04
2f94d588-5b8b-4fbc-9d80-e8ef4f7ae299,2021-05-08 00:00:00,229.71,205.01,179.13
3f7afe63-8d8a-4345-a942-4d273dfc6c71,2021-05-08 00:00:00,153.27,150.3,336.9
254d0b8e-367c-442e-8d65-71891a82481f,2021-05-08 00:00:00,612.75,512.37,643.65
bd79f7b7-0b74-4c0b-8587-0f1bf294b4e4,2021-05-08 00:00:00,151.47,187.69,153.54
e90ca299-341e-49c3-8a52-3e1eace155d9,2021-05-08 00:00:00,585.47,579.81,679.42
65538b02-c190-4fb3-a945-3d4f28276c2e,2021-05-08 00:00:00,154.76,164.23,138.86
f4754504-8644-4f06-8579-b5196ffc93a0,2021-05-08 00:00:00,2630.93,2764.53,2232.92
663bfa4e-d1af-406e-8b3b-c5efedab56e5,2021-05-08 00:00:00,347.41,253.03,193.24
13fd29ef-01a6-42a8-b511-9438ff24ba78,2021-05-08 00:00:00,259.78,154.65,129.08
a126665c-222c-4502-81c7-5d11c96e3c17,2021-05-08 00:00:00,461.64,846.23,677.03
09108ba5-6e41-41c6-a426-fc06cbd6f8e4,2021-05-08 00:00:00,488.39,548.61,735.28
d8f9765b-b302-44b3-b446-e7bc1c889a44,2021-05-08 00:00:00,503.07,689.29,514.47
3821f991-4c2e-445f-bef9-4aed1b725f6d,2021-05-08 00:00:00,695.51,484.91,396.32
d1c7d069-8259-4e37-bf3d-a06a432a0764,2021-05-08 00:00:00,164.66,146.57,173.97
179f1285-4727-408f-bec5-e7974fdcf78f,2021-05-08 00:00:00,512.64,828.05,540.95
4c66ae39-3c9e-47ed-9eed-64f62ec1fddc,2021-05-08 00:00:00,1499.36,1807.01,2133.94
84826275-cca2-40c4-9843-609bddfafe5a,2021-05-08 00:00:00,160.99,354.08,179.8
18378e8f-34b5-4374-bcef-7918abc370b5,2021-05-08 00:00:00,709.53,596.6,686.65
af4babe8-348b-4cde-b1ac-f390b6ab4ba6,2021-05-08 00:00:00,222.14,265.79,331.83
508b7f9e-306d-4364-a1b7-f71ae06969a3,2021-05-08 00:00:00,141.61,173.47,161.31
bc0be498-6d71-496a-a6a9-6dd61f93e76c,2021-05-08 00:00:00,912.37,857.42,836.97
4be5983b-dbe1-4ab1-8ae0-4dd6bb284898,2021-05-08 00:00:00,621.46,592.78,382.27
6d65161b-9a48-424a-b1a5-3fb34bb2f89f,2021-05-08 00:00:00,133.32,249.3,234.01
6baf4b15-4a04-4cab-8690-7aa26f840f1b,2021-05-08 00:00:00,223.76,165.18,251.06
164425a0-1339-401f-af10-20878c5d677f,2021-05-08 01:00:00,-232.65,-106.86,-41.36
f6049e98-9dbb-4bb6-a2b7-90c72d2348aa,2021-05-08 01:00:00,691.12,617.26,529.62
40c15082-6f50-4f28-a4b2-24d7256d6d28,2021-05-08 01:00:00,256.6,310.67,153.44
4b392b6c-e52f-49d8-ab70-a5e20b4de33c,2021-05-08 01:00:00,197.23,239.94,195.79
7a287f88-ed7d-4a92-8a84-7cebfe462ced,2021-05-08 01:00:00,592.33,770.46,676.7
8f26ef89-8d88-4137-bd12-240c8b3b70f3,2021-05-08 01:00:00,252.99,238.81,202.3
6b1ccba1-6e4c-409b-9dbe-5e3c9657af65,2021-05-08 01:00:00,364.84,336.71,171.24
be09b014-49f8-4d21-8703-46affc9b2159,2021-05-08 01:00:00,669.69,924.79,583.33
26da22a8-1f81-43dc-a2e2-57e6ffd9c0c2,2021-05-08 01:00:00,485.6,360.1,609.54
578c1de9-6135-4511-b624-3fcef72d32b5,2021-05-08 01:00:00,497.09,545.7,685.1
714c533a-230e-448f-a88e-250459a76dc5,2021-05-08 01:00:00,682.73,834.15,478.63
dcd1e06a-0fd4-48c5-b778-eb31b7bd055e,2021-05-08 01:00:00,191.11,324.51,118.99
1c7d20bc-eea1-4022-ac8c-23855119d88f,2021-05-08 01:00:00,340.25,261.84,142.55
d2849633-91a5-486f-aa94-05282eb9288a,2021-05-08 01:00:00,244.77,320.14,219.42
0f9ec80c-fda2-48bf-a506-718b206f5edd,2021-05-08 01:00:00,1281.28,2666.24,2219.26
78ba449d-d67e-4eeb-9e3a-730ad7f0bdd2,2021-05-08 01:00:00,871.33,510.57,752.46
a62d755d-65d0-4724-a662-b6331366deb2,2021-05-08 01:00:00,531.81,954.59,831.33
bef2956f-bff4-4ce3-af0f-93dcc64dea7a,2021-05-08 01:00:00,224.92,174.34,209.41
85cd09c7-99ee-4a94-9007-a34758ef33af,2021-05-08 01:00:00,627.04,564.38,800.28
04a63a93-087d-48d4-a0f5-3c3689bd29cb,2021-05-08 01:00:00,247.77,109.11,278.48
3d83b9e7-0814-46db-a350-da6bde6568a4,2021-05-08 01:00:00,379.89,656.29,543.83
5e77da0c-ed9a-4bd5-bae7-d2977668dd26,2021-05-08 01:00:00,155.21,160.39,166.12
eb97ec50-8aeb-4833-8411-4f1311765a3d,2021-05-08 01:00:00,571.07,602.46,570.33
3a715610-3555-4b67-9bc6-c191f94c20e5,2021-05-08 01:00:00,634.82,778.03,668.44
54e898ca-263a-4f45-a6c3-0bdc5df13d76,2021-05-08 01:00:00,2075.25,2606.39,2058.97
cc67ae09-c481-4cda-a508-36c3323891d4,2021-05-08 01:00:00,213.01,126.66,178.8
eb4ecb08-845f-416d-9e48-a75f72458b7e,2021-05-08 01:00:00,1061.24,2417.24,2512.34
06ad721c-b04f-40ed-8d18-a693167fd4b5,2021-05-08 01:00:00,134.19,266.71,183.44
34622958-27b0-4a08-989d-15acebcd9222,2021-05-08 01:00:00,492.29,791.23,795.13
8bdefe30-b17b-4c8f-b49c-08f3f9019d63,2021-05-08 01:00:00,132.0,248.34,227.76
733c3be4-b1b5-4a21-ab0b-af15b3558f21,2021-05-08 01:00:00,788.2,537.36,607.14
4b216a9d-1975-4604-a146-1198f416ee4b,2021-05-08 01:00:00,173.6,276.75,148.67
dd5ea78d-d613-4ea6-a483-f27fe873b95b,2021-05-08 01:00:00,384.85,811.97,800.99
732d99c5-f64c-46fb-989b-985321ae522d,2021-05-08 01:00:00,689.05,696.87,624.63
98f2c005-2b93-449b-8c63-9b4c15be586d,2021-05-08 01:00:00,2247.09,2389.89,1429.09
36e10e36-f57f-4c92-b33a-d7076b36da9f,2021-05-08 01:00:00,180.14,148.59,186.61
3781f5cc-2168-4f1a-b42a-e276463ddc50,2021-05-08 01:00:00,171.8,140.45,110.96
076abe7a-d867-44e0-9eb9-5e86b5abc789,2021-05-08 01:00:00,427.12,343.51,748.76
15d40ceb-9a1f-4615-a7ad-b1c4c23d8aa2,2021-05-08 01:00:00,795.0,575.03,935.44
8acd20c7-d333-414a-b6ed-dcafd2fd9cde,2021-05-08 01:00:00,417.01,524.71,752.11
8a7b11c3-3afd-4cac-8816-6af949ee8528,2021-05-08 01:00:00,865.5,789.97,698.89
efb03a57-c55d-4144-ad27-62ecc28da909,2021-05-08 01:00:00,691.58,737.26,648.63
bf86dcd9-1bb0-4e45-87e4-fb2de7633e9f,2021-05-08 01:00:00,686.43,903.07,850.88
d287886f-9235-4d00-adbb-6f5b57570e10,2021-05-08 01:00:00,769.58,723.87,494.61
cd83b269-cb65-4b67-bfd8-b4f3b0fbcb65,2021-05-08 01:00:00,526.41,721.27,545.04
1386ce13-c5f8-439b-a02c-b9772098fbd8,2021-05-08 01:00:00,697.26,623.9,668.29
53dceded-8059-4ce3-a8b1-39c768135d06,2021-05-08 01:00:00,160.72,161.19,169.71
36729f63-95a9-47f4-b5fc-41ccd27388e8,2021-05-08 01:00:00,606.01,694.12,541.4
774bfb0e-9e00-4a23-96b3-39b40cde6643,2021-05-08 01:00:00,648.57,766.28,610.62
87429fa6-8aa9-4e56-a15b-57fffdfb80f4,2021-05-08 01:00:00,634.38,566.11,754.56
33326389-5e86-4f2f-8a57-ac0d987a1e43,2021-05-08 01:00:00,339.6,226.42,167.23
5f6a5626-baa4-40ee-92a9-f7828e945c8b,2021-05-08 01:00:00,1715.83,1910.06,2477.31
7fc18086-14f7-4c42-b21e-ef7d67cea553,2021-05-08 01:00:00,912.06,657.47,684.96
74305130-05ab-4dca-a97c-71f3eb17ea38,2021-05-08 01:00:00,219.48,167.49,235.75
e612fc6e-b799-43f4-a1cc-17bafc09d4ef,2021-05-08 01:00:00,836.68,542.19,567.41
393338c2-7327-4e96-87ce-2a08916914ef,2021-05-08 01:00:00,778.23,597.04,411.65
bfa59f2e-500c-44e4-b322-20b126dfcceb,2021-05-08 01:00:00,165.61,351.14,340.1
c3531d65-0a15-42f5-9e3b-756a9eb940e3,2021-05-08 01:00:00,326.87,224.26,307.63
e2ad1f6e-39a4-4d50-8916-fa55615db757,2021-05-08 01:00:00,179.13,199.94,186.02
2dee518f-c573-4edf-905e-947dcb831243,2021-05-08 01:00:00,670.63,558.7,729.04
42714f71-41c1-45a2-9ef1-ebd721a123f4,2021-05-08 01:00:00,774.35,759.85,817.39
a4f08f2e-647f-4eb0-bc7e-1c4644029fe7,2021-05-08 01:00:00,630.83,580.73,422.87
aed1a815-a2bf-4780-93e2-f21426fdd2c5,2021-05-08 01:00:00,582.66,687.23,431.51
57dbddf9-4f10-4a6c-940a-66e89985f508,2021-05-08 01:00:00,736.0,352.1,840.71
4ba5034c-be51-4519-86fc-5aa550e87134,2021-05-08 01:00:00,465.64,645.77,743.35
dada4fe8-9c53-4c6d-a93b-0761a3bfda2e,2021-05-08 01:00:00,878.51,984.94,441.33
1efa9e18-fc6b-402c-be1a-ff8ac3e3e58d,2021-05-08 01:00:00,165.27,249.23,305.73
cc9d5595-fb1a-41fe-a1e1-e7f1fddaa0f2,2021-05-08 01:00:00,151.27,210.29,353.51
b6102108-54a4-46d3-9cb8-c1e7b44f51bc,2021-05-08 01:00:00,674.52,598.64,491.53
6b31f6b0-42b3-4b68-bf3a-175a55c989cd,2021-05-08 01:00:00,605.1,752.95,815.2
06aecdba-e691-4447-a5fe-2250044fc92d,2021-05-08 01:00:00,249.83,251.89,167.58
0476e62e-cf1a-4926-882d-34f15447e1f4,2021-05-08 01:00:00,260.8,204.67,185.32
fd2ed14a-6644-40fb-9efa-9c8166eef4d1,2021-05-08 01:00:00,537.1,671.72,770.67
0b896608-8421-451c-80a7-e47f93f43d5c,2021-05-08 01:00:00,489.87,738.55,643.5
d513fa28-48ce-4e31-8bc7-5785cbcb51d3,2021-05-08 01:00:00,2717.46,2605.36,1728.47
011531f6-d011-4be4-862a-de839e7de370,2021-05-08 01:00:00,848.82,707.8,723.96
2f94d588-5b8b-4fbc-9d80-e8ef4f7ae299,2021-05-08 01:00:00,211.13,221.28,176.13
3f7afe63-8d8a-4345-a942-4d273dfc6c71,2021-05-08 01:00:00,222.39,192.78,171.18
254d0b8e-367c-442e-8d65-71891a82481f,2021-05-08 01:00:00,656.86,450.09,870.16
bd79f7b7-0b74-4c0b-8587-0f1bf294b4e4,2021-05-08 01:00:00,143.1,127.6,140.67
e90ca299-341e-49c3-8a52-3e1eace155d9,2021-05-08 01:00:00,718.03,878.01,812.65
65538b02-c190-4fb3-a945-3d4f28276c2e,2021-05-08 01:00:00,222.04,335.41,139.41
f4754504-8644-4f06-8579-b5196ffc93a0,2021-05-08 01:00:00,1724.2,1761.44,2389.97
663bfa4e-d1af-406e-8b3b-c5efedab56e5,2021-05-08 01:00:00,367.83,210.65,252.36
13fd29ef-01a6-42a8-b511-9438ff24ba78,2021-05-08 01:00:00,214.92,168.62,141.2
a126665c-222c-4502-81c7-5d11c96e3c17,2021-05-08 01:00:00,598.43,397.27,690.34
09108ba5-6e41-41c6-a426-fc06cbd6f8e4,2021-05-08 01:00:00,666.78,690.03,655.12
d8f9765b-b302-44b3-b446-e7bc1c889a44,2021-05-08 01:00:00,460.03,745.23,496.59
3821f991-4c2e-445f-bef9-4aed1b725f6d,2021-05-08 01:00:00,637.76,765.97,511.63
d1c7d069-8259-4e37-bf3d-a06a432a0764,2021-05-08 01:00:00,286.9,188.65,135.19
179f1285-4727-408f-bec5-e7974fdcf78f,2021-05-08 01:00:00,423.9,839.61,503.31
4c66ae39-3c9e-47ed-9eed-64f62ec1fddc,2021-05-08 01:00:00,1520.49,2243.74,1539.13
84826275-cca2-40c4-9843-609bddfafe5a,2021-05-08 01:00:00,122.71,178.08,322.54
18378e8f-34b5-4374-bcef-7918abc370b5,2021-05-08 01:00:00,473.65,662.08,764.44
af4babe8-348b-4cde-b1ac-f390b6ab4ba6,2021-05-08 01:00:00,217.17,255.59,303.51
508b7f9e-306d-4364-a1b7-f71ae06969a3,2021-05-08 01:00:00,142.38,368.22,325.05
bc0be498-6d71-496a-a6a9-6dd61f93e76c,2021-05-08 01:00:00,622.23,784.91,706.32
4be5983b-dbe1-4ab1-8ae0-4dd6bb284898,2021-05-08 01:00:00,481.95,629.61,875.52
6d65161b-9a48-424a-b1a5-3fb34bb2f89f,2021-05-08 01:00:00,290.12,374.67,207.52
6baf4b15-4a04-4cab-8690-7aa26f840f1b,2021-05-08 01:00:00,166.12,286.94,157.3
164425a0-1339-401f-af10-20878c5d677f,2021-05-08 02:00:00,-19.77,-155.92,-26.28
f6049e98-9dbb-4bb6-a2b7-90c72d2348aa,2021-05-08 02:00:00,350.56,406.77,462.37
40c15082-6f50-4f28-a4b2-24d7256d6d28,2021-05-08 02:00:00,206.94,110.07,162.78
4b392b6c-e52f-49d8-ab70-a5e20b4de33c,2021-05-08 02:00:00,167.45,220.71,145.66
7a287f88-ed7d-4a92-8a84-7cebfe462ced,2021-05-08 02:00:00,583.66,596.47,525.42
8f26ef89-8d88-4137-bd12-240c8b3b70f3,2021-05-08 02:00:00,266.11,246.24,176.91
6b1ccba1-6e4c-409b-9dbe-5e3c9657af65,2021-05-08 02:00:00,268.96,144.92,339.61
be09b014-49f8-4d21-8703-46affc9b2159,2021-05-08 02:00:00,539.31,510.71,861.89
26da22a8-1f81-43dc-a2e2-57e6ffd9c0c2,2021-05-08 02:00:00,491.29,540.49,458.55
578c1de9-6135-4511-b624-3fcef72d32b5,2021-05-08 02:00:00,420.95,599.48,694.31
714c533a-230e-448f-a88e-250459a76dc5,2021-05-08 02:00:00,652.85,526.14,765.22
dcd1e06a-0fd4-48c5-b778-eb31b7bd055e,2021-05-08 02:00:00,182.71,301.03,213.37
1c7d20bc-eea1-4022-ac8c-23855119d88f,2021-05-08 02:00:00,259.07,314.68,308.12
d2849633-91a5-486f-aa94-05282eb9288a,2021-05-08 02:00:00,166.0,353.03,109.95
0f9ec80c-fda2-48bf-a506-718b206f5edd,2021-05-08 02:00:00,1336.7,2504.71,2390.55
78ba449d-d67e-4eeb-9e3a-730ad7f0bdd2,2021-05-08 02:00:00,778.57,654.9,735.33
a62d755d-65d0-4724-a662-b6331366deb2,2021-05-08 02:00:00,821.58,564.74,834.61
bef2956f-bff4-4ce3-af0f-93dcc64dea7a,2021-05-08 02:00:00,349.38,175.7,310.86
85cd09c7-99ee-4a94-9007-a34758ef33af,2021-05-08 02:00:00,989.9,806.29,667.24
04a63a93-087d-48d4-a0f5-3c3689bd29cb,2021-05-08 02:00:00,320.02,140.39,167.27
3d83b9e7-0814-46db-a350-da6bde6568a4,2021-05-08 02:00:00,483.69,459.19,470.7
5e77da0c-ed9a-4bd5-bae7-d2977668dd26,2021-05-08 02:00:00,172.92,145.29,198.77
