userid,timestamp,sensor02,sensor03,sensor04
164425a0-1339-401f-af10-20878c5d677f,2021-05-09 00:00:00,-210.07,-58.41,-110.94
f6049e98-9dbb-4bb6-a2b7-90c72d2348aa,2021-05-09 00:00:00,810.24,416.29,661.32
40c15082-6f50-4f28-a4b2-24d7256d6d28,2021-05-09 00:00:00,131.72,144.03,143.11
4b392b6c-e52f-49d8-ab70-a5e20b4de33c,2021-05-09 00:00:00,286.41,156.7,320.01
7a287f88-ed7d-4a92-8a84-7cebfe462ced,2021-05-09 00:00:00,752.75,703.6,856.72
8f26ef89-8d88-4137-bd12-240c8b3b70f3,2021-05-09 00:00:00,188.99,172.33,265.25
6b1ccba1-6e4c-409b-9dbe-5e3c9657af65,2021-05-09 00:00:00,255.2,150.66,174.65
be09b014-49f8-4d21-8703-46affc9b2159,2021-05-09 00:00:00,644.73,733.96,734.88
26da22a8-1f81-43dc-a2e2-57e6ffd9c0c2,2021-05-09 00:00:00,678.56,457.35,627.29
578c1de9-6135-4511-b624-3fcef72d32b5,2021-05-09 00:00:00,912.19,718.98,582.39
714c533a-230e-448f-a88e-250459a76dc5,2021-05-09 00:00:00,456.15,482.01,556.77
dcd1e06a-0fd4-48c5-b778-eb31b7bd055e,2021-05-09 00:00:00,249.9,166.94,171.41
1c7d20bc-eea1-4022-ac8c-23855119d88f,2021-05-09 00:00:00,156.13,245.37,331.63
d2849633-91a5-486f-aa94-05282eb9288a,2021-05-09 00:00:00,227.9,113.78,315.33
0f9ec80c-fda2-48bf-a506-718b206f5edd,2021-05-09 00:00:00,2119.71,2469.93,2521.85
78ba449d-d67e-4eeb-9e3a-730ad7f0bdd2,2021-05-09 00:00:00,794.74,673.18,763.63
a62d755d-65d0-4724-a662-b6331366deb2,2021-05-09 00:00:00,453.48,810.99,609.21
bef2956f-bff4-4ce3-af0f-93dcc64dea7a,2021-05-09 00:00:00,257.06,222.65,304.02
85cd09c7-99ee-4a94-9007-a34758ef33af,2021-05-09 00:00:00,383.69,719.46,772.48
04a63a93-087d-48d4-a0f5-3c3689bd29cb,2021-05-09 00:00:00,182.74,206.28,260.57
3d83b9e7-0814-46db-a350-da6bde6568a4,2021-05-09 00:00:00,412.17,718.92,797.25
5e77da0c-ed9a-4bd5-bae7-d2977668dd26,2021-05-09 00:00:00,304.68,168.13,270.98
eb97ec50-8aeb-4833-8411-4f1311765a3d,2021-05-09 00:00:00,506.28,480.81,432.15
3a715610-3555-4b67-9bc6-c191f94c20e5,2021-05-09 00:00:00,542.49,486.0,593.95
54e898ca-263a-4f45-a6c3-0bdc5df13d76,2021-05-09 00:00:00,2607.39,2215.83,1625.41
cc67ae09-c481-4cda-a508-36c3323891d4,2021-05-09 00:00:00,177.44,340.13,167.82
eb4ecb08-845f-416d-9e48-a75f72458b7e,2021-05-09 00:00:00,2480.91,1541.61,2038.67
06ad721c-b04f-40ed-8d18-a693167fd4b5,2021-05-09 00:00:00,297.72,366.13,233.54
34622958-27b0-4a08-989d-15acebcd9222,2021-05-09 00:00:00,712.6,713.89,834.73
8bdefe30-b17b-4c8f-b49c-08f3f9019d63,2021-05-09 00:00:00,189.41,179.17,169.49
