userid,timestamp,sensor02,sensor03,sensor04
164425a0-1339-401f-af10-20878c5d677f,2021-05-14 00:00:00,-135.31,-113.81,-215.47
f6049e98-9dbb-4bb6-a2b7-90c72d2348aa,2021-05-14 00:00:00,538.43,562.69,755.83
40c15082-6f50-4f28-a4b2-24d7256d6d28,2021-05-14 00:00:00,275.75,182.31,178.98
4b392b6c-e52f-49d8-ab70-a5e20b4de33c,2021-05-14 00:00:00,253.72,151.69,283.11
7a287f88-ed7d-4a92-8a84-7cebfe462ced,2021-05-14 00:00:00,582.8,680.8,596.52
8f26ef89-8d88-4137-bd12-240c8b3b70f3,2021-05-14 00:00:00,310.1,355.52,353.99
6b1ccba1-6e4c-409b-9dbe-5e3c9657af65,2021-05-14 00:00:00,240.18,213.74,155.66
be09b014-49f8-4d21-8703-46affc9b2159,2021-05-14 00:00:00,612.75,448.07,859.03
26da22a8-1f81-43dc-a2e2-57e6ffd9c0c2,2021-05-14 00:00:00,929.95,476.31,729.15
578c1de9-6135-4511-b624-3fcef72d32b5,2021-05-14 00:00:00,659.4,673.45,684.42
714c533a-230e-448f-a88e-250459a76dc5,2021-05-14 00:00:00,627.77,749.83,766.34
dcd1e06a-0fd4-48c5-b778-eb31b7bd055e,2021-05-14 00:00:00,195.3,197.27,166.11
1c7d20bc-eea1-4022-ac8c-23855119d88f,2021-05-14 00:00:00,144.47,279.22,216.42
d2849633-91a5-486f-aa94-05282eb9288a,2021-05-14 00:00:00,157.69,189.37,158.52
0f9ec80c-fda2-48bf-a506-718b206f5edd,2021-05-14 00:00:00,2444.36,1427.85,1795.63
78ba449d-d67e-4eeb-9e3a-730ad7f0bdd2,2021-05-14 00:00:00,818.08,673.8,679.78
a62d755d-65d0-4724-a662-b6331366deb2,2021-05-14 00:00:00,808.96,789.19,829.39
bef2956f-bff4-4ce3-af0f-93dcc64dea7a,2021-05-14 00:00:00,139.45,246.64,160.31
85cd09c7-99ee-4a94-9007-a34758ef33af,2021-05-14 00:00:00,729.81,784.75,480.35
04a63a93-087d-48d4-a0f5-3c3689bd29cb,2021-05-14 00:00:00,198.89,165.01,303.7
3d83b9e7-0814-46db-a350-da6bde6568a4,2021-05-14 00:00:00,595.27,662.17,440.77
5e77da0c-ed9a-4bd5-bae7-d2977668dd26,2021-05-14 00:00:00,120.26,130.4,346.01
eb97ec50-8aeb-4833-8411-4f1311765a3d,2021-05-14 00:00:00,634.59,657.55,520.52
3a715610-3555-4b67-9bc6-c191f94c20e5,2021-05-14 00:00:00,707.76,560.33,795.97
54e898ca-263a-4f45-a6c3-0bdc5df13d76,2021-05-14 00:00:00,2191.34,2466.1,2122.03
cc67ae09-c481-4cda-a508-36c3323891d4,2021-05-14 00:00:00,241.58,333.07,171.09
eb4ecb08-845f-416d-9e48-a75f72458b7e,2021-05-14 00:00:00,2330.53,2030.73,2240.15
06ad721c-b04f-40ed-8d18-a693167fd4b5,2021-05-14 00:00:00,304.45,279.11,248.01
34622958-27b0-4a08-989d-15acebcd9222,2021-05-14 00:00:00,814.74,562.38,576.9
8bdefe30-b17b-4c8f-b49c-08f3f9019d63,2021-05-14 00:00:00,173.56,213.09,234.81
733c3be4-b1b5-4a21-ab0b-af15b3558f21,2021-05-14 00:00:00,727.66,573.81,577.56
4b216a9d-1975-4604-a146-1198f416ee4b,2021-05-14 00:00:00,245.72,251.24,116.87
dd5ea78d-d613-4ea6-a483-f27fe873b95b,2021-05-14 00:00:00,840.14,584.99,710.42
732d99c5-f64c-46fb-989b-985321ae522d,2021-05-14 00:00:00,865.65,628.9,748.4
98f2c005-2b93-449b-8c63-9b4c15be586d,2021-05-14 00:00:00,2385.24,2692.83,1825.59
36e10e36-f57f-4c92-b33a-d7076b36da9f,2021-05-14 00:00:00,217.79,126.37,250.89
3781f5cc-2168-4f1a-b42a-e276463ddc50,2021-05-14 00:00:00,154.84,303.49,255.74
076abe7a-d867-44e0-9eb9-5e86b5abc789,2021-05-14 00:00:00,542.05,465.58,567.19
15d40ceb-9a1f-4615-a7ad-b1c4c23d8aa2,2021-05-14 00:00:00,539.14,889.37,671.92
8acd20c7-d333-414a-b6ed-dcafd2fd9cde,2021-05-14 00:00:00,567.67,587.53,556.62
8a7b11c3-3afd-4cac-8816-6af949ee8528,2021-05-14 00:00:00,564.95,696.07,616.64
efb03a57-c55d-4144-ad27-62ecc28da909,2021-05-14 00:00:00,629.96,940.98,866.16
bf86dcd9-1bb0-4e45-87e4-fb2de7633e9f,2021-05-14 00:00:00,862.61,657.52,726.51
d287886f-9235-4d00-adbb-6f5b57570e10,2021-05-14 00:00:00,392.36,768.76,781.42
cd83b269-cb65-4b67-bfd8-b4f3b0fbcb65,2021-05-14 00:00:00,486.96,894.12,438.75
1386ce13-c5f8-439b-a02c-b9772098fbd8,2021-05-14 00:00:00,649.97,465.23,697.0
