userid,timestamp,sensor
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-08 00:00:00,340.85
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-08 00:00:00,605.94
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-08 00:00:00,2935.81
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-08 00:00:00,-139.99
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-08 01:00:00,204.7
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-08 01:00:00,810.44
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-08 01:00:00,2504.86
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-08 01:00:00,-228.54
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-08 02:00:00,164.28
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-08 02:00:00,664.43
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-08 02:00:00,1816.38
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-08 02:00:00,-216.96
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-08 03:00:00,256.89
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-08 03:00:00,592.01
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-08 03:00:00,1852.15
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-08 03:00:00,-202.87
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-08 04:00:00,245.26
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-08 04:00:00,845.99
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-08 04:00:00,1695.83
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-08 04:00:00,-203.58
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-08 05:00:00,142.25
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-08 05:00:00,485.05
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-08 05:00:00,1895.11
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-08 05:00:00,-154.88
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-08 06:00:00,105.67
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-08 06:00:00,458.78
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-08 06:00:00,2129.15
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-08 06:00:00,-198.34
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-08 07:00:00,152.33
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-08 07:00:00,661.62
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-08 07:00:00,2624.9
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-08 07:00:00,-73.33
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-08 08:00:00,182.62
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-08 08:00:00,743.36
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-08 08:00:00,1866.22
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-08 08:00:00,-256.61
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-08 09:00:00,209.1
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-08 09:00:00,631.04
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-08 09:00:00,2944.79
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-08 09:00:00,-154.83
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-08 10:00:00,159.16
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-08 10:00:00,542.38
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-08 10:00:00,2684.06
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-08 10:00:00,-257.6
