userid,timestamp,sensor
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 00:00:00,285.24
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 00:00:00,576.93
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 00:00:00,1335.5
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 00:00:00,-247.74
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 01:00:00,330.1
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 01:00:00,500.03
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 01:00:00,2568.52
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 01:00:00,-181.59
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 02:00:00,301.25
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 02:00:00,500.66
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 02:00:00,2724.8
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 02:00:00,-212.23
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 03:00:00,327.85
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 03:00:00,634.47
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 03:00:00,2199.43
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 03:00:00,-200.09
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 04:00:00,197.57
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 04:00:00,576.88
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 04:00:00,2529.07
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 04:00:00,-199.88
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 05:00:00,144.51
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 05:00:00,673.93
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 05:00:00,2636.06
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 05:00:00,-220.74
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 06:00:00,232.02
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 06:00:00,749.78
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 06:00:00,1357.62
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 06:00:00,-176.13
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 07:00:00,108.46
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 07:00:00,717.9
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 07:00:00,2042.18
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 07:00:00,65.08
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 08:00:00,200.53
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 08:00:00,656.9
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 08:00:00,2128.3
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 08:00:00,-218.53
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 09:00:00,204.14
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 09:00:00,723.56
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 09:00:00,2073.54
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 09:00:00,64.26
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 10:00:00,327.64
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 10:00:00,615.93
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 10:00:00,1265.26
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 10:00:00,-56.26
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 11:00:00,283.72
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 11:00:00,914.96
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 11:00:00,1924.65
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 11:00:00,-294.3
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 12:00:00,155.22
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 12:00:00,898.64
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 12:00:00,2284.6
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 12:00:00,-220.6
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 13:00:00,152.74
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 13:00:00,415.87
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 13:00:00,2314.82
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 13:00:00,-50.81
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 14:00:00,173.86
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 14:00:00,571.75
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 14:00:00,2577.83
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 14:00:00,-265.49
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 15:00:00,179.98
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 15:00:00,599.73
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 15:00:00,1185.28
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 15:00:00,-213.77
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 16:00:00,153.07
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 16:00:00,482.28
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 16:00:00,2082.94
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 16:00:00,-136.66
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 17:00:00,174.22
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 17:00:00,769.91
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 17:00:00,2764.0
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 17:00:00,-251.83
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 18:00:00,196.04
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 18:00:00,841.7
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 18:00:00,2592.48
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 18:00:00,-75.51
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 19:00:00,310.27
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 19:00:00,637.3
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 19:00:00,2140.96
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 19:00:00,-189.38
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 20:00:00,170.49
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 20:00:00,519.14
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 20:00:00,2214.29
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 20:00:00,-205.68
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 21:00:00,170.89
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 21:00:00,594.81
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 21:00:00,1971.18
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 21:00:00,-114.78
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 22:00:00,176.24
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 22:00:00,464.05
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 22:00:00,2201.32
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 22:00:00,-139.9
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-22 23:00:00,142.8
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-22 23:00:00,569.62
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-22 23:00:00,2600.75
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-22 23:00:00,-218.81
