userid,timestamp,sensor
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 00:00:00,187.11
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 00:00:00,472.68
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 00:00:00,2549.78
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 00:00:00,-191.7
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 01:00:00,165.22
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 01:00:00,966.3
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 01:00:00,2566.38
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 01:00:00,-171.5
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 02:00:00,343.92
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 02:00:00,628.28
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 02:00:00,2056.06
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 02:00:00,-229.08
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 03:00:00,166.52
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 03:00:00,346.69
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 03:00:00,1879.05
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 03:00:00,-13.06
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 04:00:00,163.12
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 04:00:00,643.67
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 04:00:00,1921.26
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 04:00:00,-90.48
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 05:00:00,208.66
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 05:00:00,684.17
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 05:00:00,2658.08
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 05:00:00,-194.6
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 06:00:00,155.37
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 06:00:00,464.66
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 06:00:00,1991.06
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 06:00:00,-290.52
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 07:00:00,162.84
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 07:00:00,648.56
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 07:00:00,2327.0
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 07:00:00,-118.82
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 08:00:00,189.12
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 08:00:00,361.75
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 08:00:00,2165.49
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 08:00:00,-119.27
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 09:00:00,228.73
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 09:00:00,842.56
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 09:00:00,1762.43
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 09:00:00,-204.91
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 10:00:00,261.59
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 10:00:00,844.71
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 10:00:00,2023.47
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 10:00:00,54.33
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 11:00:00,188.39
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 11:00:00,634.3
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 11:00:00,2883.17
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 11:00:00,-251.95
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 12:00:00,203.68
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 12:00:00,643.83
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 12:00:00,1753.3
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 12:00:00,-122.53
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 13:00:00,168.16
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 13:00:00,612.54
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 13:00:00,2614.94
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 13:00:00,-153.42
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 14:00:00,253.31
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 14:00:00,606.72
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 14:00:00,2360.05
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 14:00:00,-95.11
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 15:00:00,226.65
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 15:00:00,738.7
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 15:00:00,2144.89
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 15:00:00,60.99
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 16:00:00,144.17
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 16:00:00,601.62
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 16:00:00,948.75
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 16:00:00,-130.1
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 17:00:00,168.22
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 17:00:00,566.33
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 17:00:00,2580.75
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 17:00:00,-171.24
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 18:00:00,313.78
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 18:00:00,417.61
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 18:00:00,2003.11
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 18:00:00,-223.93
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 19:00:00,342.46
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 19:00:00,587.48
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 19:00:00,1592.0
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 19:00:00,-131.44
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 20:00:00,159.43
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 20:00:00,780.86
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 20:00:00,2448.36
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 20:00:00,-219.68
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 21:00:00,377.91
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 21:00:00,857.43
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 21:00:00,2208.31
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 21:00:00,-137.4
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 22:00:00,286.21
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 22:00:00,413.34
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 22:00:00,1695.24
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 22:00:00,-217.12
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-11 23:00:00,176.94
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-11 23:00:00,900.21
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-11 23:00:00,1285.2
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-11 23:00:00,-0.5
