userid,timestamp,sensor
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-16 00:00:00,168.38
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-16 00:00:00,545.89
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-16 00:00:00,1954.31
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-16 00:00:00,-49.17
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-16 01:00:00,174.87
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-16 01:00:00,579.61
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-16 01:00:00,2452.47
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-16 01:00:00,-174.91
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-16 02:00:00,199.2
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-16 02:00:00,630.29
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-16 02:00:00,1773.41
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-16 02:00:00,-228.83
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-16 03:00:00,162.31
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-16 03:00:00,655.53
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-16 03:00:00,1394.86
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-16 03:00:00,-115.03
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-16 04:00:00,160.86
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-16 04:00:00,833.05
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-16 04:00:00,2716.53
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-16 04:00:00,-154.66
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-16 05:00:00,167.52
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-16 05:00:00,663.45
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-16 05:00:00,2257.68
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-16 05:00:00,-163.77
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-16 06:00:00,128.04
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-16 06:00:00,652.36
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-16 06:00:00,2447.83
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-16 06:00:00,36.35
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-16 07:00:00,238.02
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-16 07:00:00,606.41
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-16 07:00:00,2820.0
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-16 07:00:00,2.83
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-16 08:00:00,219.49
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-16 08:00:00,646.41
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-16 08:00:00,2025.95
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-16 08:00:00,-203.45
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-16 09:00:00,257.37
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-16 09:00:00,750.64
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-16 09:00:00,1443.89
