userid,timestamp,sensor
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-29 00:00:00,200.9
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-29 00:00:00,870.02
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-29 00:00:00,2170.14
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-29 00:00:00,-243.83
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-29 01:00:00,160.73
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-29 01:00:00,663.41
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-29 01:00:00,2145.61
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-29 01:00:00,-61.65
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-29 02:00:00,265.38
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-29 02:00:00,602.31
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-29 02:00:00,990.92
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-29 02:00:00,-230.91
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-29 03:00:00,146.38
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-29 03:00:00,719.34
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-29 03:00:00,2399.29
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-29 03:00:00,-31.06
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-29 04:00:00,164.65
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-29 04:00:00,418.78
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-29 04:00:00,1871.28
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-29 04:00:00,-216.02
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-29 05:00:00,331.56
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-29 05:00:00,331.26
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-29 05:00:00,2375.27
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-29 05:00:00,-147.26
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-29 06:00:00,165.36
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-29 06:00:00,783.22
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-29 06:00:00,2676.02
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-29 06:00:00,-263.49
