userid,timestamp,sensor
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 00:00:00,217.28
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 00:00:00,806.2
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 00:00:00,2277.57
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 00:00:00,-183.67
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 01:00:00,162.71
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 01:00:00,627.01
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 01:00:00,2311.83
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 01:00:00,-222.86
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 02:00:00,253.4
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 02:00:00,424.95
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 02:00:00,2336.98
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 02:00:00,-30.14
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 03:00:00,249.91
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 03:00:00,937.11
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 03:00:00,2240.64
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 03:00:00,-238.11
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 04:00:00,178.52
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 04:00:00,626.94
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 04:00:00,1013.98
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 04:00:00,-109.23
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 05:00:00,151.29
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 05:00:00,718.69
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 05:00:00,2460.49
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 05:00:00,-199.52
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 06:00:00,191.54
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 06:00:00,454.56
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 06:00:00,2676.36
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 06:00:00,-124.57
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 07:00:00,318.75
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 07:00:00,598.23
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 07:00:00,2829.19
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 07:00:00,-73.24
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 08:00:00,197.75
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 08:00:00,479.59
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 08:00:00,1193.67
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 08:00:00,-32.22
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 09:00:00,176.05
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 09:00:00,728.53
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 09:00:00,2903.22
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 09:00:00,-203.0
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 10:00:00,188.41
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 10:00:00,933.52
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 10:00:00,2566.03
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 10:00:00,-209.9
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 11:00:00,253.95
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 11:00:00,691.2
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 11:00:00,1924.68
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 11:00:00,-25.41
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 12:00:00,193.96
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 12:00:00,512.13
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 12:00:00,2088.14
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 12:00:00,-189.29
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 13:00:00,119.0
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 13:00:00,691.85
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 13:00:00,2393.27
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 13:00:00,-92.9
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 14:00:00,193.55
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 14:00:00,741.66
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 14:00:00,1881.98
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 14:00:00,-183.55
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 15:00:00,153.73
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 15:00:00,511.59
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 15:00:00,1408.09
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 15:00:00,-24.21
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 16:00:00,263.77
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 16:00:00,693.55
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 16:00:00,2702.17
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 16:00:00,77.01
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 17:00:00,390.3
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 17:00:00,667.22
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 17:00:00,1797.59
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 17:00:00,-134.29
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 18:00:00,382.46
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 18:00:00,663.71
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 18:00:00,2673.89
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 18:00:00,-189.3
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 19:00:00,330.92
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 19:00:00,960.16
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 19:00:00,2667.18
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 19:00:00,-11.94
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 20:00:00,143.54
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 20:00:00,755.09
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 20:00:00,2249.84
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 20:00:00,-177.22
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 21:00:00,277.92
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 21:00:00,505.1
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 21:00:00,1858.85
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 21:00:00,-209.18
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 22:00:00,164.52
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 22:00:00,596.64
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 22:00:00,982.27
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 22:00:00,-260.52
63e097bf-da74-4788-84db-70836d84a6e9,2021-06-14 23:00:00,138.94
13420040-1682-4fb1-bbfd-c14d6e068523,2021-06-14 23:00:00,722.16
0ebf095b-264f-4efe-9634-f2b1b744dc12,2021-06-14 23:00:00,1692.8
3477d9c3-a6e7-40b1-8b82-81dd89b21617,2021-06-14 23:00:00,-254.13
