userid,timestamp,sensor02,sensor03,sensor04
164425a0-1339-401f-af10-20878c5d677f,2021-04-21 00:00:00,-287.04,-76.73,-72.38
f6049e98-9dbb-4bb6-a2b7-90c72d2348aa,2021-04-21 00:00:00,724.81,764.3,899.87
40c15082-6f50-4f28-a4b2-24d7256d6d28,2021-04-21 00:00:00,214.21,195.27,225.21
4b392b6c-e52f-49d8-ab70-a5e20b4de33c,2021-04-21 00:00:00,294.68,280.6,321.17
7a287f88-ed7d-4a92-8a84-7cebfe462ced,2021-04-21 00:00:00,685.24,519.55,532.28
8f26ef89-8d88-4137-bd12-240c8b3b70f3,2021-04-21 00:00:00,140.9,255.36,192.17
6b1ccba1-6e4c-409b-9dbe-5e3c9657af65,2021-04-21 00:00:00,172.12,133.39,139.51
be09b014-49f8-4d21-8703-46affc9b2159,2021-04-21 00:00:00,655.71,733.32,346.95
26da22a8-1f81-43dc-a2e2-57e6ffd9c0c2,2021-04-21 00:00:00,563.87,652.93,621.72
578c1de9-6135-4511-b624-3fcef72d32b5,2021-04-21 00:00:00,793.37,742.29,721.47
714c533a-230e-448f-a88e-250459a76dc5,2021-04-21 00:00:00,711.2,571.41,834.99
dcd1e06a-0fd4-48c5-b778-eb31b7bd055e,2021-04-21 00:00:00,254.26,166.18,260.61
1c7d20bc-eea1-4022-ac8c-23855119d88f,2021-04-21 00:00:00,151.43,168.3,251.6
d2849633-91a5-486f-aa94-05282eb9288a,2021-04-21 00:00:00,161.48,182.95,143.48
0f9ec80c-fda2-48bf-a506-718b206f5edd,2021-04-21 00:00:00,1180.94,2740.15,2556.13
78ba449d-d67e-4eeb-9e3a-730ad7f0bdd2,2021-04-21 00:00:00,568.29,742.39,614.56
a62d755d-65d0-4724-a662-b6331366deb2,2021-04-21 00:00:00,405.17,418.96,638.81
bef2956f-bff4-4ce3-af0f-93dcc64dea7a,2021-04-21 00:00:00,189.28,143.4,112.15
85cd09c7-99ee-4a94-9007-a34758ef33af,2021-04-21 00:00:00,613.36,805.95,842.32
04a63a93-087d-48d4-a0f5-3c3689bd29cb,2021-04-21 00:00:00,161.67,305.33,227.39
3d83b9e7-0814-46db-a350-da6bde6568a4,2021-04-21 00:00:00,615.15,652.7,771.05
5e77da0c-ed9a-4bd5-bae7-d2977668dd26,2021-04-21 00:00:00,214.18,179.43,166.5
eb97ec50-8aeb-4833-8411-4f1311765a3d,2021-04-21 00:00:00,898.44,911.21,753.65
3a715610-3555-4b67-9bc6-c191f94c20e5,2021-04-21 00:00:00,700.72,701.47,861.55
54e898ca-263a-4f45-a6c3-0bdc5df13d76,2021-04-21 00:00:00,2529.98,2679.04,2312.05
cc67ae09-c481-4cda-a508-36c3323891d4,2021-04-21 00:00:00,223.91,141.55,121.48
eb4ecb08-845f-416d-9e48-a75f72458b7e,2021-04-21 00:00:00,2190.16,2582.79,1623.62
06ad721c-b04f-40ed-8d18-a693167fd4b5,2021-04-21 00:00:00,179.44,203.12,277.43
34622958-27b0-4a08-989d-15acebcd9222,2021-04-21 00:00:00,897.53,667.15,592.21
8bdefe30-b17b-4c8f-b49c-08f3f9019d63,2021-04-21 00:00:00,256.0,219.01,327.02
733c3be4-b1b5-4a21-ab0b-af15b3558f21,2021-04-21 00:00:00,602.4,477.04,683.5
4b216a9d-1975-4604-a146-1198f416ee4b,2021-04-21 00:00:00,242.75,287.19,189.28
dd5ea78d-d613-4ea6-a483-f27fe873b95b,2021-04-21 00:00:00,864.79,486.61,512.87
732d99c5-f64c-46fb-989b-985321ae522d,2021-04-21 00:00:00,732.39,533.75,577.24
98f2c005-2b93-449b-8c63-9b4c15be586d,2021-04-21 00:00:00,1779.61,2518.49,2105.98
36e10e36-f57f-4c92-b33a-d7076b36da9f,2021-04-21 00:00:00,183.54,276.76,130.83
3781f5cc-2168-4f1a-b42a-e276463ddc50,2021-04-21 00:00:00,390.28,226.88,161.11
076abe7a-d867-44e0-9eb9-5e86b5abc789,2021-04-21 00:00:00,653.34,913.32,722.05
15d40ceb-9a1f-4615-a7ad-b1c4c23d8aa2,2021-04-21 00:00:00,611.37,721.76,598.26
8acd20c7-d333-414a-b6ed-dcafd2fd9cde,2021-04-21 00:00:00,754.02,454.2,831.47
8a7b11c3-3afd-4cac-8816-6af949ee8528,2021-04-21 00:00:00,648.92,916.52,767.74
